STP,2019 CCG code,2019 CCG name,Status,2019 ward name,2019 ward code,IMD: % of population living in areas rated as among the nation's most deprived,Income: % of population living in areas rated as among the nation's most deprived,Employment: % of population living in areas rated as among the nation's most deprived,Education: % of population living in areas rated as among the nation's most deprived,Health Deprivation & Disability: % of population living in areas rated as among the nation's most deprived,Crime: % of population living in areas rated as among the nation's most deprived,Barriers to Housing & Services: % of population living in areas rated as among the nation's most deprived,Living Environment: % of population living in areas rated as among the nation's most deprived,Cheek by jowl?,Digital Vulnerability decile,Financial Vulnerability decile,No. people living alone,Capacity decile,Proportion of urban LSOAs,RUC,Classification
Birmingham and Solihull,15E,NHS Birmingham and Solihull CCG,Priority,Weoley & Selly Oak,E05011184,0.6384076836476217,0.649622763135197,0.6228047855969059,0.34769163723523056,0.5282439646641184,0.4557616008280144,0.45718259444540277,0.5817100269649456,No,2,2,3009,5,1,Urban,Urban conurbation
Birmingham and Solihull,15E,NHS Birmingham and Solihull CCG,Priority,Yardley East,E05011185,0.29838669390201933,0.29838669390201933,0.25537444909468354,0.2480239567490758,0.29838669390201933,0.14529607344664128,0.5087087445464537,0.8394958869436827,No,2,3,1200,5,1,Urban,Urban conurbation
Birmingham and Solihull,15E,NHS Birmingham and Solihull CCG,Priority,Yardley West & Stechford,E05011186,0.9061532180239033,0.803053225447257,0.8845328854576497,0.5700252394031623,0.6547676490238289,0.21373728750649543,0.7562582584811817,0.9501063395442061,No,2,1,1189,5,1,Urban,Urban conurbation
Birmingham and Solihull,15E,NHS Birmingham and Solihull CCG,Exemplar,Ladywood,E05011151,0.47086040061513906,0.46892976258265445,0.38352362746123425,0.15223539916251214,0.5060545490464957,0.330852246535969,0.8798642665396103,0.6939409962309172,No,4,2,6478,5,1,Urban,Urban conurbation
Staffordshire and Stoke on Trent,05D,NHS East Staffordshire CCG,Priority,Anglesey,E05006918,0.3012778576917772,0,0,0.8009310528286272,0.11158610678699742,0.1454133743193626,0,1,No,3,1,785,4,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05D,NHS East Staffordshire CCG,Priority,Burton,E05006922,0.49353177958081484,0.2856042347537508,0.40199813246854843,0.4356584941134904,0.5945942535552499,0.392253530012997,0.1610480889348761,0.8567363626039445,No,2,2,740,4,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05D,NHS East Staffordshire CCG,Priority,Eton Park,E05006925,0.5207751640374144,0.49226615943040625,0.29540660337847274,0.6281833728884546,0.2846855367862627,0.33299420633812643,0,0.5705319000418819,No,2,1,787,4,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05D,NHS East Staffordshire CCG,Priority,Shobnall,E05006930,0.4905640357174343,0.36892954748680745,0.18808169922293166,0.6640284757118928,0.2665293887986297,0.16360877067039453,0,0.8748746867167919,No,2,1,1051,4,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05D,NHS East Staffordshire CCG,Priority,Stapenhill,E05006931,0.4499029497979771,0.4227130483006311,0.4768551773311855,0.5934953257453719,0.45912469960651753,0.3213906567723875,0,0.2887553806744659,No,1,2,1217,4,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05G,NHS North Staffordshire CCG,Priority,Cross Heath,E05011419,0.3432262197074837,0.36710945721301225,0.40293431347130504,0.7815251872073693,0.5751136207659108,0.2870830727935457,0,0,No,1,1,915,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05G,NHS North Staffordshire CCG,Priority,Holditch & Chesterton,E05011420,0.3788629055236699,0.5097763259657264,0.6071376236414702,0.7138681971750721,0.47307363536451325,0,0,0,No,1,1,803,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05G,NHS North Staffordshire CCG,Priority,Knutton,E05011423,0.696124662216575,0.4444746684801088,0.4741253422573775,1,0.8725684067359831,0,0,0,No,1,1,428,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05G,NHS North Staffordshire CCG,Priority,Silverdale,E05011429,0.12153470144536677,0.12153470144536677,0.2910231342969112,0.5409190510302979,0.5244123720028654,0.08341199275209636,0,0,No,1,2,840,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05G,NHS North Staffordshire CCG,Priority,Town,E05011432,0.28709434067052964,0.15057667030749575,0.40074559860784564,0,0.7009608086343188,0.5773946165096173,0,0.3617657404150545,No,1,3,1433,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Priority,Glascote,E05007070,0.5555467041127703,0.6149091301882207,0.5539976641192513,0.7417265264238071,0.37260504712268094,0.338292579190408,0.10013198401339417,0,No,1,1,797,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05V,NHS Stafford and Surrounds CCG,Priority,Common,E05010481,0.2652257374738785,0.15522427953540358,0.2872260290615736,0,0.643436846965058,0.15522427953540358,0,0.5355493998153278,No,3,2,878,5,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Abbey Hulton and Townsend,E05008714,0.8608931512157318,0.8608931512157318,0.8608931512157318,0.8608931512157318,0.8608931512157318,0.5818491666539205,0,0.006068972198004448,No,1,1,1358,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Bentilee and Ubberley,E05008716,0.9716200510655101,0.9603928185199977,0.9660064347927538,0.9603928185199977,1,0.8125911483457556,0,0,No,1,1,1624,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Birches Head and Central Forest Park,E05008717,0.5899986863621745,0.5222339996647959,0.5903370613468865,0.4886411096162818,0.660865823220587,0.4534170437713183,0,0.44842091673801077,Yes,1,2,1627,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Blurton East,E05008718,0.44100025113909513,0.39033832023822335,0.5141718688336383,0.40902979585979266,0.5853738384816848,0.22426721199727334,0,0,No,1,3,830,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Blurton West and Newstead,E05008719,0.6970912390694605,0.7928318759280646,0.8930321729087608,0.6384434911730738,0.8645527140735852,0.3396855304405213,0,0,No,1,1,1016,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Boothen and Oak Hill,E05008720,0.4986042981786016,0.372900667444011,0.3465657794218165,0.23140856821197375,0.6752427526034337,0.7483947167383699,0,0.5066050822242772,No,2,2,1015,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Bradeley and Chell Heath,E05008721,0.6534696295873278,0.6534696295873278,0.7181629987079458,0.7204651395204409,0.908015376159101,0.2166971239301291,0,0,No,1,1,635,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Broadway and Longton East,E05008722,0.42091956475357367,0.28955397347646905,0.43503812336473785,0.5878190515760278,0.6330724400076359,0.5056309164205585,0,0.14196995047892827,No,1,2,729,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Burslem Central,E05008723,0.9003701856682523,0.7591625748043578,0.8438871413226945,0.8196797798066594,1,1,0,0.39113999923277576,No,1,1,1202,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Burslem Park,E05008724,0.6248991121872478,0.39574147232487994,0.5002654942440847,0.7334522747546832,0.6840045027823796,0.7883692281551336,0,0.8856293275561786,No,1,2,730,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Dresden and Florence,E05008725,0.608401272996995,0.5910440096869493,0.6257705815973322,0.6751359849877645,0.7687139433744564,0.4933072563364566,0,0.2650299864331993,No,1,2,626,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Etruria and Hanley,E05008727,0.7492278025966773,0.7684358858020383,0.5944960212201591,0.5944960212201591,0.6916035529805947,0.8836843850342035,0.23156411419796172,0.7300197193913165,No,1,1,1191,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Fenton East,E05008728,0.7244085939944439,0.5238245361196181,0.5605945822943234,0.8029710151798157,0.8528908968512074,0.7892271662763466,0,0.5025206458769875,No,1,1,939,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Fenton West and Mount Pleasant,E05008729,0.6079491948591632,0.46242271150656,0.5646525578511704,0.571212654367533,0.875215737529114,0.596307327535649,0,0.657101744332177,No,1,1,1004,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Ford Green and Smallthorne,E05008730,0.5226494099733536,0.5226494099733536,0.49218139562839347,0.4765742391761666,0.9843928435477731,0.7274076893795203,0,0.3525824935387574,No,1,1,957,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Goldenhill and Sandyford,E05008731,0.4180558290434799,0.337851041285737,0.37795343516460844,0.37795343516460844,0.539105647603777,0.2835194614006957,0,0,No,1,1,742,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Hanley Park and Shelton,E05008734,0.36641222197452905,0.2274616894744033,0.043288556820388145,0.7552167753719591,0.8778151314890588,0.23268206039076378,0,0.7323922595120127,No,4,1,653,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Hollybush and Longton West,E05008736,0.43522536699671477,0.35396172666498193,0.5002716579751431,0.48374417055296465,0.7306571481081577,0.12849766822118586,0,0,No,1,2,800,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Joiner's Square,E05008737,0.8466714732035567,0.7637038872867099,0.7550250841143955,0.6962471461187214,0.9799086757990867,0.8086037010334054,0,0.3055996154770487,No,1,2,1279,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Little Chell and Stanfield,E05008739,0.701357945242304,0.6877214705235462,0.7121612264681204,0.5987666892040502,0.8483109181404215,0.665910035109442,0.1475138279067115,0,No,1,1,742,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Meir North,E05008741,0.7825327510917031,0.7462115988661611,0.7825327510917031,0.7825327510917031,0.9067179958630199,0.7041626446027732,0,0.02443422967900099,No,1,1,916,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Meir South,E05008743,0.6902107889811866,0.623575861050005,0.6768838033949502,0.7301917457398956,0.6795293364415405,0.7301917457398956,0,0,No,1,1,737,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Moorcroft,E05008744,0.73634584593488706,0.73634584593488706,0.7171588685287316,0.6626274590586054,0.8369507205123643,0.7495285536381426,0,0.33497598292118835,No,1,1,771,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Penkhull and Stoke,E05008745,0.47022620764239353,0.3342258471521269,0.39921142754145633,0.24292237442922374,0.6904199711607786,0.31635994953136265,0.05915344869021869,0.5002796803652968,No,2,3,1170,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Sandford Hill,E05008746,0.6105168377453628,0.5031561886889022,0.6149516145848143,0.7664316111727184,0.823112210564228,0.47312879714142186,0,0.058908887561962706,No,1,1,758,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Springfields and Trent Vale,E05008748,0.36217014088832583,0.26924373296479703,0.33513109908249833,0.44317747322354023,0.7010522476870513,0.031966678183423525,0,0.3726062420822296,No,1,1,905,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,05W,NHS Stoke on Trent CCG,Priority,Tunstall,E05008749,0.786988625908939,0.6514583915440549,0.7322600979984598,0.8152085022864035,0.882755882974301,0.9473162869623885,0,0.4239697554127452,No,1,1,930,1,1,Urban,Urban city and town
Staffordshire and Stoke on Trent,04Y,NHS Cannock Chase CCG,Exemplar,Cannock South,E05006905,0.3249620609131396,0.3854047558581047,0.3628271278407858,0.6705168387604292,0.30423524092094417,0.2099425184120711,0,0.25594420321723454,No,1,2,1289,1,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02N,"NHS Airedale, Wharfedale and Craven CCG",Priority,Keighley Central,E05001355,0.8058449607183628,0.7033584499132345,0.6841848180374177,0.811653195324766,0.8135093942333883,0.5503308410585689,0.07972244240886568,0.8977444046238174,No,2,1,1572,6,1,Urban,Urban city and town
West Yorkshire and Harrogate (Health and Care Partnership),02N,"NHS Airedale, Wharfedale and Craven CCG",Priority,Keighley West,E05001357,0.708948540193374,0.60110732484379,0.5531945047045075,0.715418781926837,0.7271176617758368,0.7135906587577313,0.021072741725545577,0.33132289928141856,No,2,1,1950,6,1,Urban,Urban city and town
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Bolton and Undercliffe,E05001344,0.42758084737876123,0.3245849382173508,0.2709277414434908,0.4022924529521249,0.40068180643159956,0.8739598412780477,0.0045125245579567715,0.7758020111674077,No,4,1,1771,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Bowling and Barkerend,E05001345,0.9831227636458266,0.9055467004966061,0.8042009845379828,0.9560146813263072,0.8168694294450588,0.9642455489775118,0,0.8983063344393122,No,2,1,2191,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Bradford Moor,E05001346,0.9531139449546124,0.9516234511395022,0.7726156715532,1,0.7396468716777156,0.8076900247712158,0,0.9079770437572051,No,2,1,911,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,City,E05001347,0.7572662732528532,0.6631662822394632,0.48569381621384133,0.7393322948806278,0.61146891132213,0.7871390627964333,0.048301430868006645,0.9245487224036186,No,4,1,2674,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Clayton and Fairweather Green,E05001348,0.4661105627430934,0.3990627313427574,0.37121699509994005,0.46661995746230944,0.49553838967814706,0.8434491075310514,0,0.34747138694022395,No,3,1,1727,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Eccleshill,E05001350,0.6410072784257035,0.5397595483051073,0.5207540294988047,0.6652706229467404,0.469979826585657,0.9916151469459938,0,0.43796112248313696,No,2,1,2150,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Great Horton,E05001351,0.7193744732005914,0.7057297812659767,0.6045802876842934,0.7104995094720261,0.48371129319755146,0.8471579776429785,0,0.6418359563913723,No,2,1,1587,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Heaton,E05001352,0.5556474487075053,0.5393345014914527,0.404980250704704,0.424217646610681,0.4118328752512614,0.839360433429638,0,0.4179601380692573,No,4,2,1124,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Little Horton,E05001358,0.9674869919220553,0.9426401809742625,0.8427206729482839,0.9917935778903585,0.725659470300894,0.8428803301055461,0,0.7582487688487215,No,2,1,1587,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Manningham,E05001359,0.9953701840861081,0.9865979013018916,0.9557831998263437,0.9953701840861081,0.858824300213364,0.7032590970939067,0,0.989891941401638,No,2,1,1306,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Royds,E05001361,0.5617520391901565,0.5167804214179036,0.4594003057680581,0.6364385385582948,0.4948540826516394,0.9867924695042021,0,0.24565753388340159,No,3,1,1897,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Thornton and Allerton,E05001363,0.38455919974704644,0.37265744919371063,0.3522704015637126,0.3311060967547213,0.3273973094943804,0.7974710396964557,0,0.21379142832504525,No,4,1,1967,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Toller,E05001364,0.8465075964963835,0.8274077052755309,0.7579584061534971,0.8233411180021756,0.6394027973253733,0.6287149883229967,0,0.6367223708698723,No,3,2,989,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Tong,E05001365,0.7703812531421291,0.7109856157596998,0.6642302454643517,0.7327040126514933,0.7142084030906348,0.8943682062896274,0.03911822703378123,0.1953059640662446,No,2,1,2465,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Wibsey,E05001367,0.502970171674554,0.3865367045466211,0.323487282669322,0.42946800392829154,0.2799290991277687,1,0,0.7552985741122848,No,2,1,1861,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Windhill and Wrose,E05001368,0.47797516953639446,0.392038050973467,0.3960983643978327,0.508045330179856,0.3503106978336752,0.7912551241364661,0,0.49310694663289145,No,2,1,1914,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02R,NHS Bradford Districts CCG,Priority,Wyke,E05001370,0.3599411499924979,0.24632079089075237,0.27213027024323555,0.37271893703215914,0.3856879449177267,0.7930778720637515,0,0.3578808995882166,No,3,2,1759,6,1,Urban,Urban conurbation
West Yorkshire and Harrogate (Health and Care Partnership),02T,NHS Calderdale CCG,Priority,Ovenden,E05001379,0.8403976799396128,0.7229358228744187,0.7637676341407132,0.6946738735074292,0.8189242147502962,1,0,0.2730408357223593,No,3,1,1664,7,1,Urban,Urban conurbation
